subject,session_idx,date,stage,model,WBIC,n_trials,alpha,forget,lambda,Wmf,P
WT5,1,2020-04-01 10:50:07,4.8,mf_p,136.46246452506813,294,0.3945145261949626,0.4874460784038698,0.5110992543111805,2.8268160436633676,0.9010985367276944
WT5,2,2020-04-02 11:13:52,4.8,mf_p,185.35446692431438,393,0.4290485177381522,0.46667591674251957,0.47215035338506217,3.277525282408169,0.02625020992087377
WT5,3,2020-04-03 11:00:55,4.8,mf_p,142.28988656317674,319,0.436706639398049,0.5871950275940333,0.5465486879459341,3.4395791393564026,0.4934645135418315
WT5,4,2020-04-04 11:00:06,4.8,mf_p,164.90433198170587,362,0.3547648673121609,0.5198829393280981,0.43247301220885814,3.6185716397183154,0.6896794235595055
WT5,5,2020-04-06 11:00:00,4.8,mf_p,156.81637812404855,354,0.3472785146914544,0.4227565749580445,0.5304526426668977,3.4861344117027264,0.7423052941335037
WT5,6,2020-04-07 10:58:14,4.8,mf_p,170.50412998299936,382,0.39274594383950256,0.48572656705939754,0.5520141815492104,3.178356126282258,0.5979804659825079
WT5,7,2020-04-08 11:00:01,4.8,mf_p,179.26265416371174,403,0.3786667046446686,0.531504532855824,0.4729202736605924,2.6339187715110044,1.2623935414205294
WT5,8,2020-04-09 11:02:54,4.8,mf_p,153.23456311291014,375,0.3393161974441445,0.3629758663051539,0.5053997813417345,4.224213537635312,0.606352174837658
WT5,9,2020-04-10 11:00:11,4.8,mf_p,169.6936466572648,405,0.3732903681025321,0.47095084735497367,0.5565884107205347,3.6609791768741418,0.6632933395660688
WT5,10,2020-04-11 11:06:05,4.8,mf_p,172.20486539809943,398,0.3438188321394166,0.41788939373175304,0.5646303100297108,3.8923251964330214,0.5535865636387841
WT5,11,2020-04-13 11:00:00,4.8,mf_p,174.434202709234,351,0.32088235494287337,0.5270773095879312,0.48699376614598966,3.1607773311759093,0.4386090922305943
WT5,12,2020-04-14 11:07:08,4.8,mf_p,175.23756708408484,387,0.33569745220869,0.4382394865865629,0.5112270515998215,3.9861908038489817,0.2474192118007341
WT5,13,2020-04-15 11:00:01,4.8,mf_p,187.2398560511881,424,0.4090082182273327,0.527077090489829,0.4734114326644682,3.6672870891051064,0.4719970354859303
WT5,14,2020-04-16 11:02:50,4.8,mf_p,196.35247971745758,431,0.38562416807619426,0.5100181465365942,0.4446959042374113,3.0200886110339984,0.731729816950903
WT5,15,2020-04-17 10:57:03,4.8,mf_p,98.49224741487389,232,0.49787021253021063,0.5001113424216125,0.5890304075775517,3.147233986631355,0.7648753155528992
WT6,0,2020-03-31 13:10:13,4.8,mf_p,147.06549095910603,391,0.4335190139312163,0.49822618377414446,0.531101668576333,3.3033828308851456,1.3049899253038175
WT6,1,2020-04-01 13:00:46,4.8,mf_p,141.63553306309078,390,0.42561330329251734,0.5833123276461578,0.5239495638973826,4.008378053014806,1.1873989904204145
WT6,2,2020-04-02 12:55:01,4.8,mf_p,123.48705933490434,397,0.4780132354000803,0.4630944754541588,0.5927207621692862,4.307168301572429,1.4028127207388712
WT6,3,2020-04-03 13:09:48,4.8,mf_p,123.40126724734475,393,0.5022090873754528,0.5621869260222156,0.6144875665783429,4.657373027340026,1.0983185032289449
WT6,4,2020-04-04 13:08:37,4.8,mf_p,154.28912287245342,427,0.4522479184533396,0.5569115841172356,0.5314219983484341,3.4826923879894265,1.6694978738371526
WT6,5,2020-04-06 13:17:03,4.8,mf_p,165.89417959164172,398,0.4929688767570945,0.5376280405417356,0.5290126528658875,3.2871716938526427,0.6089805671341313
WT6,6,2020-04-07 13:18:33,4.8,mf_p,146.18102538474673,407,0.3983527559118043,0.44632270221688036,0.5365075225696125,4.490028277352098,1.3583358619206263
WT6,7,2020-04-08 13:08:31,4.8,mf_p,142.31562351858423,433,0.4398047189516396,0.5908231067196014,0.483286214704575,4.432603337771036,1.479640008708551
WT6,8,2020-04-09 13:05:38,4.8,mf_p,155.35066250542806,421,0.4416250420964329,0.4734964458699256,0.5590892278757733,3.42567894435319,1.474182570744958
WT6,9,2020-04-10 13:03:43,4.8,mf_p,154.5570742876237,419,0.3888336207754096,0.4516346531307187,0.4958999992581867,4.209453142743067,1.1860509420436416
WT6,10,2020-04-11 13:06:45,4.8,mf_p,160.96590669382118,403,0.38794132366657996,0.38705251336096236,0.5495563929626881,3.9599063833825365,0.5646167371417662
WT6,11,2020-04-13 13:13:41,4.8,mf_p,115.7634712343073,315,0.435727526460779,0.5641574368987423,0.4955661618791423,4.506375653547751,0.743786882852988
WT6,12,2020-04-14 13:08:47,4.8,mf_p,124.20786192229042,413,0.3398889203200938,0.4419805253266013,0.589341385371957,5.64045895321807,0.7577720930245142
WT6,13,2020-04-15 13:07:31,4.8,mf_p,145.28064699457008,391,0.46766635193715117,0.44884660317827657,0.4183864648164619,4.244533230218409,0.6807384463433288
WT6,14,2020-04-16 13:28:36,4.8,mf_p,109.9383162689108,286,0.39284044075769364,0.4502879521627696,0.5598359288368843,4.35473726719296,0.37481637018888175
WT6,15,2020-04-17 13:37:22,4.8,mf_p,152.83237400826675,418,0.3779688322683728,0.46554171450125204,0.5161784183007722,4.616747292057219,1.1567021920797984
