subject,session_idx,date,stage,model,WBIC,n_trials,alpha,forget,lambda,Wmf,Winf,P,p_r
WT3,8,2019-12-26 13:18:41,4.6,hyb_inf,37.56430767113243,182,0.3772894309048357,0.407435234589035,0.49706216448552765,2.3646275613909093,4.058250279980613,0.5704785955140321,0.5377664921038191
WT3,9,2019-12-27 13:18:05,4.6,hyb_inf,53.380593136644094,279,0.2958898561396825,0.4642396605468372,0.4288449652922988,2.1107976688034142,3.9178923359770432,0.5585617355712537,0.5274968736886512
WT3,10,2019-12-28 13:12:36,4.6,hyb_inf,54.17918023352313,309,0.34597192178848407,0.4465725449883238,0.47876252198684793,2.5525339170235792,3.9494546359146145,0.6902069386752341,0.537748476574281
WT4,0,2020-03-14 16:00:01,4.6,hyb_inf,27.532755763815334,123,0.336161803471134,0.4551797855702115,0.4341939151641599,2.7816356252885224,4.429623154115959,0.6904776208982627,0.5811942813629203
WT4,1,2020-03-16 09:31:49,4.6,hyb_inf,30.975761523026307,131,0.3260704796539616,0.4710155026107894,0.4482006089863731,2.206247712395522,4.236485910682491,0.5166503711746625,0.5972605100123113
WT4,2,2020-03-17 09:32:52,4.6,hyb_inf,34.067703272859454,184,0.23058410545392138,0.3404365291290922,0.3991305726110096,3.988978160241192,4.2726393796431745,0.6240487857452726,0.6021993662269758
WT4,3,2020-03-18 09:06:51,4.6,hyb_inf,31.987304460296222,179,0.27926816478488625,0.42859761839133403,0.3210483029718002,4.006687497559794,4.893021853495493,0.84865863557397,0.6694011620816704
WT4,4,2020-03-19 09:01:39,4.6,hyb_inf,51.3861110085681,281,0.2656300495626442,0.4106433515026252,0.44567373639967617,2.873648297090983,3.961159530033021,0.5955134705136017,0.5392139369092831
WT4,5,2020-03-20 09:29:03,4.6,hyb_inf,57.234962870902834,321,0.29038078818619856,0.387320419374737,0.4568348265713543,2.5892987840265387,3.9829145012025546,0.623739794895914,0.5858386750236877
WT5,0,2020-03-14 17:00:26,4.6,hyb_inf,29.590026487505913,121,0.29254967829505496,0.43063606369536334,0.44601059194268294,2.344931612774612,4.329515888503645,0.43679182946676,0.5850794775896463
WT5,1,2020-03-16 11:08:06,4.6,hyb_inf,19.136888211778494,146,0.22448985032405383,0.33273533624532287,0.28557133981460053,6.52202560024081,4.979690653780146,1.0497729737722794,0.6530087340801204
WT5,2,2020-03-17 11:10:20,4.6,hyb_inf,35.50847807982835,179,0.31593487320956526,0.4497341665150028,0.43375233547897435,2.884642164006943,5.088956063340664,0.6005524108435929,0.6745527758119507
WT5,3,2020-03-18 11:05:06,4.6,hyb_inf,13.920031817719307,70,0.36209813583992373,0.4606681858244533,0.364737535999842,4.154850180016453,4.6354538372248815,1.502877298766625,0.6127890366076327
WT5,4,2020-03-19 11:05:09,4.6,hyb_inf,32.831598001980694,178,0.2771627665985018,0.39709844000992534,0.31721049358294057,3.7534326924809815,5.429613804628936,0.724322311733986,0.6759835914893683
WT5,5,2020-03-20 11:21:48,4.6,hyb_inf,42.49740739955978,224,0.2875722124687849,0.41832494501015965,0.4112584390915231,2.8553239897536966,4.291026753741266,0.798731052772779,0.5945496601561346
WT5,6,2020-03-21 11:17:38,4.6,hyb_inf,38.14927226521334,182,0.2808490093867579,0.39903967083869396,0.4453332441703513,2.594502707505064,4.15041520068612,0.4731138461664064,0.5712888754059453
WT5,7,2020-03-23 10:56:03,4.6,hyb_inf,28.75429329054636,146,0.2666239641037166,0.3921544158645976,0.4396634176413501,3.731323799493025,4.873495477205714,0.6238686594923428,0.6440651039683041
WT5,8,2020-03-24 11:17:48,4.6,hyb_inf,54.426243545950534,289,0.34294992781585254,0.3998182241452908,0.46841992826285017,2.248372779426207,3.8136822609732617,0.4295412356722864,0.5070974021283098
WT6,0,2020-03-20 13:00:34,4.6,hyb_inf,42.67305145205294,227,0.2997196205838813,0.4127969168692495,0.41814044546982854,2.9382729641753533,3.919816974894021,0.700810923798792,0.5381123205032514
WT6,1,2020-03-21 12:53:00,4.6,hyb_inf,46.420075062572344,301,0.3028345260040515,0.4064312301264469,0.44122343617075305,3.2415195243182704,4.0740697599621445,1.0547566717201313,0.48632636022424863
